"Company","API","sum_per_Well","Total_Months","P_per_Month"
"EOG RESOURCES, INC.","42177326280000",195793,40,4894.825
"EOG RESOURCES, INC.","42177326300000",216265,32,6758.28125
"EOG RESOURCES, INC.","42177326310000",117801,42,2804.78571428571
"EOG RESOURCES, INC.","42177326320000",123956,39,3178.35897435897
"EOG RESOURCES, INC.","42177326330000",118757,39,3045.05128205128
"EOG RESOURCES, INC.","42177326340000",52469,34,1543.20588235294
"EOG RESOURCES, INC.","42177326350000",52469,34,1543.20588235294
"EOG RESOURCES, INC.","42177326360000",192498,46,4184.73913043478
"EOG RESOURCES, INC.","42177326390000",102059,36,2834.97222222222
"EOG RESOURCES, INC.","42177326410000",102059,36,2834.97222222222
"EOG RESOURCES, INC.","42177326420000",184314,39,4726
"EOG RESOURCES, INC.","42177326430000",184314,39,4726
"EOG RESOURCES, INC.","42177326440000",195793,40,4894.825
"EOG RESOURCES, INC.","42177326460000",195793,40,4894.825
"EOG RESOURCES, INC.","42177326560000",130354,40,3258.85
"EOG RESOURCES, INC.","42177326580000",105038,37,2838.86486486487
"EOG RESOURCES, INC.","42177326600000",105038,37,2838.86486486487
"EOG RESOURCES, INC.","42177326630000",184314,39,4726
"EOG RESOURCES, INC.","42177326650000",150783,33,4569.18181818182
"EOG RESOURCES, INC.","42177326660000",176600,40,4415
"EOG RESOURCES, INC.","42177326710000",176600,40,4415
"EOG RESOURCES, INC.","42177326760000",132095,52,2540.28846153846
"EOG RESOURCES, INC.","42177326880000",118757,39,3045.05128205128
"EOG RESOURCES, INC.","42177326910000",123301,31,3977.45161290323
"EOG RESOURCES, INC.","42177326920000",118757,39,3045.05128205128
"EOG RESOURCES, INC.","42177326930000",231241,41,5640.0243902439
"EOG RESOURCES, INC.","42177326940000",231241,41,5640.0243902439
"EOG RESOURCES, INC.","42177327020000",121641,32,3801.28125
"EOG RESOURCES, INC.","42177327030000",121641,32,3801.28125
"EOG RESOURCES, INC.","42177327060000",192498,46,4184.73913043478
"EOG RESOURCES, INC.","42177327100000",245838,31,7930.25806451613
"EOG RESOURCES, INC.","42177327120000",146706,33,4445.63636363636
"EOG RESOURCES, INC.","42177327130000",123301,31,3977.45161290323
"EOG RESOURCES, INC.","42177327140000",123301,31,3977.45161290323
"EOG RESOURCES, INC.","42177327150000",98833,30,3294.43333333333
"EOG RESOURCES, INC.","42177327160000",98833,30,3294.43333333333
"EOG RESOURCES, INC.","42177327170000",178623,30,5954.1
"EOG RESOURCES, INC.","42177327180000",111911,46,2432.84782608696
"EOG RESOURCES, INC.","42177327190000",216598,57,3799.9649122807
"EOG RESOURCES, INC.","42177327200000",193519,57,3395.0701754386
"EOG RESOURCES, INC.","42177327210000",242771,49,4954.51020408163
"EOG RESOURCES, INC.","42177327220000",242771,49,4954.51020408163
"EOG RESOURCES, INC.","42177327230000",216598,57,3799.9649122807
"EOG RESOURCES, INC.","42177327240000",176715,56,3155.625
"EOG RESOURCES, INC.","42177327250000",176715,56,3155.625
"EOG RESOURCES, INC.","42177327260000",176715,56,3155.625
"EOG RESOURCES, INC.","42177327270000",135035,37,3649.59459459459
"EOG RESOURCES, INC.","42177327290000",111911,46,2432.84782608696
"EOG RESOURCES, INC.","42177327320000",177854,57,3120.24561403509
"EOG RESOURCES, INC.","42177327340000",236669,31,7634.48387096774
"EOG RESOURCES, INC.","42177327350000",166182,30,5539.4
"EOG RESOURCES, INC.","42177327360000",166182,30,5539.4
"EOG RESOURCES, INC.","42177327370000",166182,30,5539.4
"EOG RESOURCES, INC.","42177327390000",109299,30,3643.3
"EOG RESOURCES, INC.","42177327400000",109299,30,3643.3
"EOG RESOURCES, INC.","42177327410000",172683,57,3029.52631578947
"EOG RESOURCES, INC.","42177327430000",316649,32,9895.28125
"EOG RESOURCES, INC.","42177327440000",316649,32,9895.28125
"EOG RESOURCES, INC.","42177327490000",147147,32,4598.34375
"EOG RESOURCES, INC.","42177327510000",172683,57,3029.52631578947
"EOG RESOURCES, INC.","42177327540000",83372,31,2689.41935483871
"EOG RESOURCES, INC.","42177327550000",83372,31,2689.41935483871
"EOG RESOURCES, INC.","42177327560000",83372,31,2689.41935483871
"EOG RESOURCES, INC.","42177327710000",231971,29,7999
"EOG RESOURCES, INC.","42177327720000",231971,29,7999
"EOG RESOURCES, INC.","42177327770000",211978,18,11776.5555555556
"EOG RESOURCES, INC.","42177327850000",168114,29,5797.03448275862
"EOG RESOURCES, INC.","42177327860000",168114,29,5797.03448275862
"EOG RESOURCES, INC.","42177327870000",168114,29,5797.03448275862
"EOG RESOURCES, INC.","42177327900000",120409,51,2360.96078431373
"EOG RESOURCES, INC.","42177327920000",120409,51,2360.96078431373
"EOG RESOURCES, INC.","42177327930000",115402,28,4121.5
"EOG RESOURCES, INC.","42177327940000",120409,51,2360.96078431373
"EOG RESOURCES, INC.","42177327960000",306020,38,8053.15789473684
"EOG RESOURCES, INC.","42177327970000",120409,51,2360.96078431373
"EOG RESOURCES, INC.","42177327980000",306020,38,8053.15789473684
"EOG RESOURCES, INC.","42177327990000",306020,38,8053.15789473684
"EOG RESOURCES, INC.","42177328000000",295090,27,10929.2592592593
"EOG RESOURCES, INC.","42177328010000",295090,27,10929.2592592593
"EOG RESOURCES, INC.","42177328020000",295090,27,10929.2592592593
"EOG RESOURCES, INC.","42177328070000",141694,30,4723.13333333333
"EOG RESOURCES, INC.","42177328080000",102,5,20.4
"EOG RESOURCES, INC.","42177328090000",155975,30,5199.16666666667
"EOG RESOURCES, INC.","42177328100000",170755,27,6324.25925925926
"EOG RESOURCES, INC.","42177328110000",170755,27,6324.25925925926
"EOG RESOURCES, INC.","42177328120000",170755,27,6324.25925925926
"EOG RESOURCES, INC.","42177328130000",141694,30,4723.13333333333
"EOG RESOURCES, INC.","42177328200000",189985,35,5428.14285714286
"EOG RESOURCES, INC.","42177328230000",138603,52,2665.44230769231
"EOG RESOURCES, INC.","42177328240000",189985,35,5428.14285714286
"EOG RESOURCES, INC.","42177328250000",107696,30,3589.86666666667
"EOG RESOURCES, INC.","42177328270000",123956,39,3178.35897435897
"EOG RESOURCES, INC.","42177328290000",140048,28,5001.71428571429
"EOG RESOURCES, INC.","42177328300000",194448,23,8454.26086956522
"EOG RESOURCES, INC.","42177328330000",155373,48,3236.9375
"EOG RESOURCES, INC.","42177328340000",105038,37,2838.86486486487
"EOG RESOURCES, INC.","42177328350000",140048,28,5001.71428571429
"EOG RESOURCES, INC.","42177328400000",159618,27,5911.77777777778
"EOG RESOURCES, INC.","42177328410000",108796,26,4184.46153846154
"EOG RESOURCES, INC.","42177328420000",159618,27,5911.77777777778
"EOG RESOURCES, INC.","42177328430000",108796,26,4184.46153846154
"EOG RESOURCES, INC.","42177328440000",159618,27,5911.77777777778
"EOG RESOURCES, INC.","42177328450000",242771,49,4954.51020408163
"EOG RESOURCES, INC.","42177328460000",242771,49,4954.51020408163
"EOG RESOURCES, INC.","42177328490000",216598,57,3799.9649122807
"EOG RESOURCES, INC.","42177328500000",216598,57,3799.9649122807
"EOG RESOURCES, INC.","42177328510000",216598,57,3799.9649122807
"EOG RESOURCES, INC.","42177328520000",242771,49,4954.51020408163
"EOG RESOURCES, INC.","42177328530000",108796,26,4184.46153846154
"EOG RESOURCES, INC.","42177328540000",143867,29,4960.93103448276
"EOG RESOURCES, INC.","42177328570000",316649,32,9895.28125
"EOG RESOURCES, INC.","42177328580000",316649,32,9895.28125
"EOG RESOURCES, INC.","42177328590000",316649,32,9895.28125
"EOG RESOURCES, INC.","42177328600000",141467,30,4715.56666666667
"EOG RESOURCES, INC.","42177328610000",107696,30,3589.86666666667
"EOG RESOURCES, INC.","42177328620000",107696,30,3589.86666666667
"EOG RESOURCES, INC.","42177328650000",155373,48,3236.9375
"EOG RESOURCES, INC.","42177328660000",195793,40,4894.825
"EOG RESOURCES, INC.","42177328850000",157095,28,5610.53571428571
"EOG RESOURCES, INC.","42177328860000",195430,28,6979.64285714286
"EOG RESOURCES, INC.","42177328880000",155373,48,3236.9375
"EOG RESOURCES, INC.","42177328890000",155373,48,3236.9375
"EOG RESOURCES, INC.","42177328900000",193082,28,6895.78571428571
"EOG RESOURCES, INC.","42177328930000",157095,28,5610.53571428571
"EOG RESOURCES, INC.","42177328940000",157095,28,5610.53571428571
"EOG RESOURCES, INC.","42177328950000",193082,28,6895.78571428571
"EOG RESOURCES, INC.","42177328960000",52469,34,1543.20588235294
"EOG RESOURCES, INC.","42177328970000",138603,52,2665.44230769231
"EOG RESOURCES, INC.","42177328990000",150783,33,4569.18181818182
"EOG RESOURCES, INC.","42177329010000",118757,39,3045.05128205128
"EOG RESOURCES, INC.","42177329020000",168507,54,3120.5
"EOG RESOURCES, INC.","42177329030000",118757,39,3045.05128205128
"EOG RESOURCES, INC.","42177329040000",118757,39,3045.05128205128
"EOG RESOURCES, INC.","42177329050000",123956,39,3178.35897435897
"EOG RESOURCES, INC.","42177329060000",123956,39,3178.35897435897
"EOG RESOURCES, INC.","42177329070000",111911,46,2432.84782608696
"EOG RESOURCES, INC.","42177329080000",123956,39,3178.35897435897
"EOG RESOURCES, INC.","42177329090000",123956,39,3178.35897435897
"EOG RESOURCES, INC.","42177329110000",143224,39,3672.41025641026
"EOG RESOURCES, INC.","42177329140000",236965,27,8776.48148148148
"EOG RESOURCES, INC.","42177329150000",236965,27,8776.48148148148
"EOG RESOURCES, INC.","42177329200000",236965,27,8776.48148148148
"EOG RESOURCES, INC.","42177329250000",126198,40,3154.95
"EOG RESOURCES, INC.","42177329320000",120701,7,17243
"EOG RESOURCES, INC.","42177329360000",162994,27,6036.81481481481
"EOG RESOURCES, INC.","42177329380000",3889,6,648.166666666667
"EOG RESOURCES, INC.","42177329480000",103644,17,6096.70588235294
"EOG RESOURCES, INC.","42177329490000",129572,57,2273.19298245614
"EOG RESOURCES, INC.","42177329520000",103057,7,14722.4285714286
"EOG RESOURCES, INC.","42177329530000",151960,7,21708.5714285714
"EOG RESOURCES, INC.","42177329540000",149074,7,21296.2857142857
"EOG RESOURCES, INC.","42177329560000",103022,26,3962.38461538462
"EOG RESOURCES, INC.","42177329570000",193519,57,3395.0701754386
"EOG RESOURCES, INC.","42177329590000",129572,57,2273.19298245614
"EOG RESOURCES, INC.","42177329600000",86165,57,1511.66666666667
"EOG RESOURCES, INC.","42177329610000",86165,57,1511.66666666667
"EOG RESOURCES, INC.","42177329620000",86165,57,1511.66666666667
"EOG RESOURCES, INC.","42177329640000",103022,26,3962.38461538462
"EOG RESOURCES, INC.","42177329670000",132653,19,6981.73684210526
"EOG RESOURCES, INC.","42177329700000",149884,49,3058.85714285714
"EOG RESOURCES, INC.","42177329710000",149884,49,3058.85714285714
"EOG RESOURCES, INC.","42177329720000",149884,49,3058.85714285714
"EOG RESOURCES, INC.","42177329730000",149884,49,3058.85714285714
"EOG RESOURCES, INC.","42177329740000",149884,49,3058.85714285714
"EOG RESOURCES, INC.","42177329750000",149884,49,3058.85714285714
"EOG RESOURCES, INC.","42177329810000",157063,24,6544.29166666667
"EOG RESOURCES, INC.","42177329820000",157063,24,6544.29166666667
"EOG RESOURCES, INC.","42177329870000",83239,26,3201.5
"EOG RESOURCES, INC.","42177329880000",149120,21,7100.95238095238
"EOG RESOURCES, INC.","42177329890000",86165,57,1511.66666666667
"EOG RESOURCES, INC.","42177329900000",106854,25,4274.16
"EOG RESOURCES, INC.","42177329910000",81201,27,3007.44444444444
"EOG RESOURCES, INC.","42177329950000",168507,54,3120.5
"EOG RESOURCES, INC.","42177329960000",177150,24,7381.25
"EOG RESOURCES, INC.","42177330000000",119383,41,2911.78048780488
"EOG RESOURCES, INC.","42177330020000",111911,46,2432.84782608696
"EOG RESOURCES, INC.","42177330030000",185171,25,7406.84
"EOG RESOURCES, INC.","42177330060000",125840,24,5243.33333333333
"EOG RESOURCES, INC.","42177330090000",206882,19,10888.5263157895
"EOG RESOURCES, INC.","42177330130000",168507,54,3120.5
"EOG RESOURCES, INC.","42177330180000",340637,19,17928.2631578947
"EOG RESOURCES, INC.","42177330210000",184314,39,4726
"EOG RESOURCES, INC.","42177330270000",118757,39,3045.05128205128
"EOG RESOURCES, INC.","42177330290000",112071,23,4872.65217391304
"EOG RESOURCES, INC.","42177330310000",57803,23,2513.17391304348
"EOG RESOURCES, INC.","42177330340000",68489,19,3604.68421052632
"EOG RESOURCES, INC.","42177330370000",202936,18,11274.2222222222
"EOG RESOURCES, INC.","42177330430000",111911,46,2432.84782608696
"EOG RESOURCES, INC.","42177330440000",62994,24,2624.75
"EOG RESOURCES, INC.","42177330450000",198963,18,11053.5
"EOG RESOURCES, INC.","42177330460000",257718,20,12885.9
"EOG RESOURCES, INC.","42177330470000",112423,19,5917
"EOG RESOURCES, INC.","42177330480000",128937,22,5860.77272727273
"EOG RESOURCES, INC.","42177330530000",46273,23,2011.86956521739
"EOG RESOURCES, INC.","42177330550000",242771,49,4954.51020408163
"EOG RESOURCES, INC.","42177330570000",366234,18,20346.3333333333
"EOG RESOURCES, INC.","42177330630000",70239,19,3696.78947368421
"EOG RESOURCES, INC.","42177330650000",191372,18,10631.7777777778
"EOG RESOURCES, INC.","42177330660000",55109,19,2900.47368421053
"EOG RESOURCES, INC.","42177330700000",110438,17,6496.35294117647
"EOG RESOURCES, INC.","42177330710000",106434,16,6652.125
"EOG RESOURCES, INC.","42177330720000",110630,17,6507.64705882353
"EOG RESOURCES, INC.","42177330730000",48939,15,3262.6
"EOG RESOURCES, INC.","42177330750000",177583,18,9865.72222222222
"EOG RESOURCES, INC.","42177330900000",118700,20,5935
"EOG RESOURCES, INC.","42177330910000",95527,18,5307.05555555556
"EOG RESOURCES, INC.","42177330930000",162530,18,9029.44444444445
"EOG RESOURCES, INC.","42177330950000",122679,18,6815.5
"EOG RESOURCES, INC.","42177330960000",158946,20,7947.3
"EOG RESOURCES, INC.","42177330970000",125176,18,6954.22222222222
"EOG RESOURCES, INC.","42177331020000",80216,19,4221.8947368421
"EOG RESOURCES, INC.","42177331030000",126726,18,7040.33333333333
"EOG RESOURCES, INC.","42177331040000",33118,18,1839.88888888889
"EOG RESOURCES, INC.","42177331060000",336493,18,18694.0555555556
"EOG RESOURCES, INC.","42177331140000",203095,23,8830.21739130435
"EOG RESOURCES, INC.","42177331180000",174125,33,5276.51515151515
"EOG RESOURCES, INC.","42177331190000",270184,19,14220.2105263158
"EOG RESOURCES, INC.","42177331220000",124755,18,6930.83333333333
"EOG RESOURCES, INC.","42177331230000",303961,18,16886.7222222222
"EOG RESOURCES, INC.","42177331240000",138609,17,8153.47058823529
"EOG RESOURCES, INC.","42177331250000",191678,18,10648.7777777778
"EOG RESOURCES, INC.","42177331270000",179842,19,9465.36842105263
"EOG RESOURCES, INC.","42177331290000",176600,40,4415
"EOG RESOURCES, INC.","42177331300000",131645,18,7313.61111111111
"EOG RESOURCES, INC.","42177331310000",78355,16,4897.1875
"EOG RESOURCES, INC.","42177331320000",120977,18,6720.94444444444
"EOG RESOURCES, INC.","42177331330000",138609,17,8153.47058823529
"EOG RESOURCES, INC.","42177331340000",176600,40,4415
"EOG RESOURCES, INC.","42177331350000",172683,57,3029.52631578947
"EOG RESOURCES, INC.","42177331370000",151862,18,8436.77777777778
"EOG RESOURCES, INC.","42177331380000",155373,48,3236.9375
"EOG RESOURCES, INC.","42177331390000",284134,12,23677.8333333333
"EOG RESOURCES, INC.","42177331400000",156183,37,4221.16216216216
"EOG RESOURCES, INC.","42177331410000",135035,37,3649.59459459459
"EOG RESOURCES, INC.","42177331420000",176715,56,3155.625
"EOG RESOURCES, INC.","42177331550000",96151,16,6009.4375
"EOG RESOURCES, INC.","42177331570000",73417,16,4588.5625
"EOG RESOURCES, INC.","42177331580000",123597,38,3252.55263157895
"EOG RESOURCES, INC.","42177331590000",123597,38,3252.55263157895
"EOG RESOURCES, INC.","42177331630000",121276,19,6382.94736842105
"EOG RESOURCES, INC.","42177331740000",201884,18,11215.7777777778
"EOG RESOURCES, INC.","42177331750000",100410,14,7172.14285714286
"EOG RESOURCES, INC.","42177331760000",330324,19,17385.4736842105
"EOG RESOURCES, INC.","42177331770000",14952,17,879.529411764706
"EOG RESOURCES, INC.","42177331810000",59706,18,3317
"EOG RESOURCES, INC.","42177331820000",78420,18,4356.66666666667
"EOG RESOURCES, INC.","42177331900000",144803,16,9050.1875
"EOG RESOURCES, INC.","42177331920000",99699,55,1812.70909090909
"EOG RESOURCES, INC.","42177331930000",99699,55,1812.70909090909
"EOG RESOURCES, INC.","42177331980000",60176,18,3343.11111111111
"EOG RESOURCES, INC.","42177332010000",306020,38,8053.15789473684
"EOG RESOURCES, INC.","42177332020000",306020,38,8053.15789473684
"EOG RESOURCES, INC.","42177332030000",306020,38,8053.15789473684
"EOG RESOURCES, INC.","42177332040000",306020,38,8053.15789473684
"EOG RESOURCES, INC.","42177332050000",126271,16,7891.9375
"EOG RESOURCES, INC.","42177332100000",141694,30,4723.13333333333
"EOG RESOURCES, INC.","42177332110000",141694,30,4723.13333333333
"EOG RESOURCES, INC.","42177332130000",100679,16,6292.4375
"EOG RESOURCES, INC.","42177332140000",123171,17,7245.35294117647
"EOG RESOURCES, INC.","42177332150000",135612,51,2659.05882352941
"EOG RESOURCES, INC.","42177332190000",135612,51,2659.05882352941
"EOG RESOURCES, INC.","42177332210000",115378,17,6786.94117647059
"EOG RESOURCES, INC.","42177332260000",155373,48,3236.9375
"EOG RESOURCES, INC.","42177332290000",13968,17,821.647058823529
"EOG RESOURCES, INC.","42177332300000",216721,18,12040.0555555556
"EOG RESOURCES, INC.","42177332310000",135612,51,2659.05882352941
"EOG RESOURCES, INC.","42177332320000",240841,16,15052.5625
"EOG RESOURCES, INC.","42177332340000",184314,39,4726
"EOG RESOURCES, INC.","42177332410000",195793,40,4894.825
"EOG RESOURCES, INC.","42177332420000",195793,40,4894.825
"EOG RESOURCES, INC.","42177332440000",123025,16,7689.0625
"EOG RESOURCES, INC.","42177332470000",153499,16,9593.6875
"EOG RESOURCES, INC.","42177332480000",121404,15,8093.6
"EOG RESOURCES, INC.","42177332490000",28335,15,1889
"EOG RESOURCES, INC.","42177332520000",187546,17,11032.1176470588
"EOG RESOURCES, INC.","42177332530000",103427,57,1814.50877192982
"EOG RESOURCES, INC.","42177332540000",148606,9,16511.7777777778
"EOG RESOURCES, INC.","42177332560000",157095,28,5610.53571428571
"EOG RESOURCES, INC.","42177332620000",62459,15,4163.93333333333
"EOG RESOURCES, INC.","42177332650000",31199,14,2228.5
"EOG RESOURCES, INC.","42177332660000",103427,57,1814.50877192982
"EOG RESOURCES, INC.","42177332730000",184314,39,4726
"EOG RESOURCES, INC.","42177332740000",195793,40,4894.825
"EOG RESOURCES, INC.","42177332760000",85044,40,2126.1
"EOG RESOURCES, INC.","42177332790000",124260,14,8875.71428571429
"EOG RESOURCES, INC.","42177332810000",157064,17,9239.05882352941
"EOG RESOURCES, INC.","42177332820000",176674,17,10392.5882352941
"EOG RESOURCES, INC.","42177332830000",53144,14,3796
"EOG RESOURCES, INC.","42177332840000",194980,49,3979.18367346939
"EOG RESOURCES, INC.","42177332890000",53061,9,5895.66666666667
"EOG RESOURCES, INC.","42177332900000",226266,8,28283.25
"EOG RESOURCES, INC.","42177332940000",194980,49,3979.18367346939
